year,scholarship_type,scholarship_scheme,student_country,university_name,university_type,university_state,course_level,course_name,specialization,course_duration,available_slots,estimated_selected_students,field_category
2020,Fully Funded,ICCR A2A Portal,Bangladesh,Kalinga Institute (KIIT),Deemed,Odisha,UG,BTech,Software Engineering,4,18,14,Engineering
2020,Fully Funded,ICCR (Bangladesh Scholarship Scheme),Bangladesh,Vidyasagar University,State,West Bengal,PG,MA,English,2,15,11,Arts/Humanities
2020,Fully Funded,ICCR A2A Portal,Bangladesh,North Bengal University,State,West Bengal,UG,BSc,Physics,3,20,15,Science
2020,Fully Funded,ICCR A2A Portal,Bangladesh,Jawaharlal Nehru University (JNU),Central,Delhi,PG,MA,English,2,25,19,Arts/Humanities
2020,Fully Funded,ICCR A2A Portal,Bangladesh,Jawaharlal Nehru University (JNU),Central,Delhi,PhD,PhD,Sociology,5,10,7,Arts/Humanities
2020,Fully Funded,ICCR A2A Portal,Bangladesh,Cotton University,State,Assam,UG,BA,Economics,3,18,13,Arts/Humanities
2020,Fully Funded,ICCR A2A Portal,Bangladesh,Cochin University of Science and Technology,State,Kerala,PG,MCA,Computer Science,2,15,11,Technology
2020,Fully Funded,ICCR A2A Portal,Bangladesh,Kerala Agricultural University,State,Kerala,UG,BSc,Agriculture,4,12,9,Science
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,University of Delhi,Central,Delhi,UG,BSc,Data Science,3,40,38,Technology
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,University of Delhi,Central,Delhi,PG,MSc,Computer Science,2,30,28,Technology
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Osmania University,State,Telangana,UG,BBA,Business Administration,3,45,42,Business/Management
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Banaras Hindu University,Central,Uttar Pradesh,UG,BSc,Computer Science,3,35,33,Technology
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Gujarat University,State,Gujarat,UG,BBA,Business Administration,3,40,38,Business/Management
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,NIT Rourkela,NIT,Odisha,UG,BTech,Mechanical Engineering,4,12,12,Engineering
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,NIT Silchar,NIT,Assam,UG,BTech,AI / Machine Learning,4,10,10,Technology
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Tripura University,Central,Tripura,PG,MCA,Software Engineering,2,25,23,Technology
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Tripura University,Central,Tripura,UG,BSc,Computer Science,3,30,28,Technology
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,North Eastern Hill University (NEHU),Central,Meghalaya,PG,MSc,Data Science,2,20,18,Technology
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Assam University,Central,Assam,UG,BSc,Mathematics,3,35,32,Science
2021,Fully Funded,Lata Mangeshkar Dance & Music Scholarship,Bangladesh,Rabindra Bharati University,State,West Bengal,UG,BFA,Fine Arts,3,20,19,Arts/Humanities
2021,Fully Funded,Lata Mangeshkar Dance & Music Scholarship,Bangladesh,Rabindra Bharati University,State,West Bengal,PG,MFA,Music,2,18,17,Arts/Humanities
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Visva Bharati University,Central,West Bengal,PG,MSc,Mathematics,2,25,23,Science
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Kalyani University,State,West Bengal,PG,MSc,Computer Science,2,25,23,Technology
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Burdwan University,State,West Bengal,UG,BSc,Computer Science,3,30,28,Technology
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Sikkim University,Central,Sikkim,PG,MA,Economics,2,15,14,Arts/Humanities
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Tezpur University,Central,Assam,PG,MTech,Computer Science,2,20,18,Technology
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Gauhati University,State,Assam,UG,BSc,Physics,3,40,38,Science
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Jadavpur University,State,West Bengal,UG,BTech,Mechanical Engineering,4,25,24,Engineering
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Jadavpur University,State,West Bengal,PG,MTech,AI / Machine Learning,2,20,19,Technology
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Calcutta University,State,West Bengal,UG,BSc,Economics,3,40,38,Science
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Calcutta University,State,West Bengal,PG,MSc,Data Science,2,30,28,Technology
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Aligarh Muslim University,Central,Uttar Pradesh,UG,BSc,Mathematics,3,25,23,Science
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Jamia Milia Islamia,Central,Delhi,UG,BSc,Mathematics,3,35,33,Science
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Mysore University,State,Karnataka,PG,MCA,Computer Science,2,30,28,Technology
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Savitribai Phule Pune University,State,Maharashtra,PG,MBA,Business Administration,2,35,33,Business/Management
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,NIT Durgapur,NIT,West Bengal,UG,BTech,Electrical Engineering,4,12,11,Engineering
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,NIT Agartala,NIT,Tripura,UG,BTech,Computer Science,4,15,14,Engineering
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Assam Agricultural University,State,Assam,UG,BSc,Agriculture,4,30,28,Science
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Mizoram University,Central,Mizoram,PG,MA,Sociology,2,15,14,Arts/Humanities
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Bangalore University,State,Karnataka,UG,BBA,Business Administration,3,40,38,Business/Management
2021,Fully Funded,ICCR A2A Portal,Bangladesh,Kalinga Institute (KIIT),Deemed,Odisha,UG,BTech,Software Engineering,4,25,23,Engineering
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Vidyasagar University,State,West Bengal,PG,MSc,Computer Science,2,25,23,Technology
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,North Bengal University,State,West Bengal,UG,BSc,Physics,3,30,28,Science
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Jawaharlal Nehru University (JNU),Central,Delhi,PG,MA,English,2,35,33,Arts/Humanities
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Jawaharlal Nehru University (JNU),Central,Delhi,PhD,PhD,AI / Machine Learning,5,15,14,Technology
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Cotton University,State,Assam,UG,BSc,Computer Science,3,30,28,Technology
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Cochin University of Science and Technology,State,Kerala,PG,MCA,Data Science,2,25,23,Technology
2021,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Kerala Agricultural University,State,Kerala,UG,BSc,Agriculture,4,20,19,Science
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,University of Delhi,Central,Delhi,UG,BSc,Data Science,3,50,48,Technology
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,University of Delhi,Central,Delhi,PG,MSc,AI / Machine Learning,2,40,38,Technology
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Osmania University,State,Telangana,UG,BBA,Business Administration,3,55,53,Business/Management
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Banaras Hindu University,Central,Uttar Pradesh,UG,BSc,Computer Science,3,45,43,Technology
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Gujarat University,State,Gujarat,UG,BBA,Business Administration,3,50,48,Business/Management
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,NIT Rourkela,NIT,Odisha,UG,BTech,Computer Science,4,20,19,Engineering
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,NIT Silchar,NIT,Assam,UG,BTech,Software Engineering,4,18,17,Engineering
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Tripura University,Central,Tripura,PG,MCA,Software Engineering,2,30,28,Technology
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Tripura University,Central,Tripura,UG,BSc,AI / Machine Learning,3,35,33,Technology
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,North Eastern Hill University (NEHU),Central,Meghalaya,PG,MSc,Data Science,2,25,23,Technology
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Assam University,Central,Assam,UG,BSc,Mathematics,3,40,38,Science
2022,Fully Funded,Lata Mangeshkar Dance & Music Scholarship,Bangladesh,Rabindra Bharati University,State,West Bengal,UG,BFA,Fine Arts,3,25,24,Arts/Humanities
2022,Fully Funded,Lata Mangeshkar Dance & Music Scholarship,Bangladesh,Rabindra Bharati University,State,West Bengal,PG,MFA,Music,2,20,19,Arts/Humanities
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Visva Bharati University,Central,West Bengal,PG,MSc,Mathematics,2,35,33,Science
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Kalyani University,State,West Bengal,PG,MSc,Computer Science,2,30,28,Technology
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Burdwan University,State,West Bengal,UG,BSc,Computer Science,3,40,38,Technology
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Sikkim University,Central,Sikkim,PG,MA,Economics,2,20,19,Arts/Humanities
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Tezpur University,Central,Assam,PG,MTech,Computer Science,2,25,24,Technology
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Gauhati University,State,Assam,UG,BSc,Physics,3,45,43,Science
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Jadavpur University,State,West Bengal,UG,BTech,Computer Science,4,30,29,Engineering
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Jadavpur University,State,West Bengal,PG,MTech,AI / Machine Learning,2,25,24,Technology
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Calcutta University,State,West Bengal,UG,BSc,Economics,3,45,43,Science
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Calcutta University,State,West Bengal,PG,MSc,Data Science,2,35,33,Technology
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Aligarh Muslim University,Central,Uttar Pradesh,UG,BSc,Mathematics,3,35,33,Science
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Jamia Milia Islamia,Central,Delhi,UG,BSc,Mathematics,3,40,38,Science
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Mysore University,State,Karnataka,PG,MCA,Computer Science,2,35,33,Technology
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Savitribai Phule Pune University,State,Maharashtra,PG,MBA,Business Administration,2,40,38,Business/Management
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,NIT Durgapur,NIT,West Bengal,UG,BTech,Electrical Engineering,4,18,17,Engineering
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,NIT Agartala,NIT,Tripura,UG,BTech,Computer Science,4,20,19,Engineering
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Assam Agricultural University,State,Assam,UG,BSc,Agriculture,4,35,33,Science
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Mizoram University,Central,Mizoram,PG,MA,Sociology,2,20,19,Arts/Humanities
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Bangalore University,State,Karnataka,UG,BBA,Business Administration,3,50,48,Business/Management
2022,Fully Funded,ICCR A2A Portal,Bangladesh,Kalinga Institute (KIIT),Deemed,Odisha,UG,BTech,Software Engineering,4,30,28,Engineering
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Vidyasagar University,State,West Bengal,PG,MSc,Computer Science,2,30,28,Technology
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,North Bengal University,State,West Bengal,UG,BSc,Physics,3,40,38,Science
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Jawaharlal Nehru University (JNU),Central,Delhi,PG,MA,English,2,40,38,Arts/Humanities
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Jawaharlal Nehru University (JNU),Central,Delhi,PhD,PhD,AI / Machine Learning,5,20,19,Technology
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Cotton University,State,Assam,UG,BSc,Computer Science,3,35,33,Technology
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Cochin University of Science and Technology,State,Kerala,PG,MCA,Data Science,2,30,28,Technology
2022,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Kerala Agricultural University,State,Kerala,UG,BSc,Agriculture,4,25,24,Science
2023,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,University of Delhi,Central,Delhi,UG,BSc,AI / Machine Learning,3,55,53,Technology
2023,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,University of Delhi,Central,Delhi,PG,MSc,Data Science,2,45,43,Technology
2023,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Osmania University,State,Telangana,UG,BBA,Business Administration,3,60,58,Business/Management
2023,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Banaras Hindu University,Central,Uttar Pradesh,UG,BSc,Data Science,3,50,48,Technology
2023,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Gujarat University,State,Gujarat,UG,BBA,Business Administration,3,55,53,Business/Management
2023,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,NIT Rourkela,NIT,Odisha,UG,BTech,AI / Machine Learning,4,25,24,Technology
2023,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,NIT Silchar,NIT,Assam,UG,BTech,Computer Science,4,22,21,Engineering
2023,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Tripura University,Central,Tripura,PG,MCA,AI / Machine Learning,2,35,33,Technology
2023,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Tripura University,Central,Tripura,UG,BSc,Data Science,3,40,38,Technology
2023,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,North Eastern Hill University (NEHU),Central,Meghalaya,PG,MSc,Data Science,2,30,28,Technology
2023,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Assam University,Central,Assam,UG,BSc,Mathematics,3,45,43,Science
2023,Fully Funded,Lata Mangeshkar Dance & Music Scholarship,Bangladesh,Rabindra Bharati University,State,West Bengal,UG,BFA,Fine Arts,3,30,28,Arts/Humanities
2023,Fully Funded,Lata Mangeshkar Dance & Music Scholarship,Bangladesh,Rabindra Bharati University,State,West Bengal,PG,MFA,Music,2,25,24,Arts/Humanities
2023,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Visva Bharati University,Central,West Bengal,PG,MSc,Data Science,2,40,38,Technology
2023,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Kalyani University,State,West Bengal,PG,MSc,Computer Science,2,35,33,Technology
2023,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Burdwan University,State,West Bengal,UG,BSc,Data Science,3,45,43,Technology
2023,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Sikkim University,Central,Sikkim,PG,MA,Economics,2,25,24,Arts/Humanities
2023,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Tezpur University,Central,Assam,PG,MTech,Data Science,2,30,28,Technology
2023,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Gauhati University,State,Assam,UG,BSc,Computer Science,3,50,48,Technology
2023,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Jadavpur University,State,West Bengal,UG,BTech,Computer Science,4,35,33,Engineering
2023,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Jadavpur University,State,West Bengal,PG,MTech,AI / Machine Learning,2,30,28,Technology
2023,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Calcutta University,State,West Bengal,UG,BSc,Economics,3,50,48,Science
2023,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Calcutta University,State,West Bengal,PG,MSc,Data Science,2,40,38,Technology
2023,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Aligarh Muslim University,Central,Uttar Pradesh,UG,BSc,Computer Science,3,40,38,Technology
2023,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Jamia Milia Islamia,Central,Delhi,UG,BSc,Mathematics,3,45,43,Science
2023,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Mysore University,State,Karnataka,PG,MCA,Data Science,2,40,38,Technology
2023,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Savitribai Phule Pune University,State,Maharashtra,PG,MBA,Business Administration,2,45,43,Business/Management
2023,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,NIT Durgapur,NIT,West Bengal,UG,BTech,Computer Science,4,22,21,Engineering
2023,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,NIT Agartala,NIT,Tripura,UG,BTech,Computer Science,4,25,24,Engineering
2023,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Assam Agricultural University,State,Assam,UG,BSc,Agriculture,4,40,38,Science
2023,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Mizoram University,Central,Mizoram,PG,MA,Sociology,2,25,24,Arts/Humanities
2023,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Bangalore University,State,Karnataka,UG,BBA,Business Administration,3,55,53,Business/Management
2023,Fully Funded,ICCR A2A Portal,Bangladesh,Kalinga Institute (KIIT),Deemed,Odisha,UG,BTech,Data Science,4,35,33,Technology
2023,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Vidyasagar University,State,West Bengal,PG,MSc,Computer Science,2,35,33,Technology
2023,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,North Bengal University,State,West Bengal,UG,BSc,Computer Science,3,45,43,Technology
2023,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Jawaharlal Nehru University (JNU),Central,Delhi,PG,MA,Economics,2,45,43,Arts/Humanities
2023,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Jawaharlal Nehru University (JNU),Central,Delhi,PhD,PhD,AI / Machine Learning,5,25,24,Technology
2023,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Cotton University,State,Assam,UG,BSc,Data Science,3,40,38,Technology
2023,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Cochin University of Science and Technology,State,Kerala,PG,MCA,AI / Machine Learning,2,35,33,Technology
2023,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Kerala Agricultural University,State,Kerala,UG,BSc,Agriculture,4,30,28,Science
2024,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,University of Delhi,Central,Delhi,UG,BSc,AI / Machine Learning,3,60,58,Technology
2024,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,University of Delhi,Central,Delhi,PG,MSc,Data Science,2,50,48,Technology
2024,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Osmania University,State,Telangana,UG,BBA,Business Administration,3,65,63,Business/Management
2024,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Banaras Hindu University,Central,Uttar Pradesh,UG,BSc,AI / Machine Learning,3,55,53,Technology
2024,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Gujarat University,State,Gujarat,UG,BBA,Business Administration,3,60,58,Business/Management
2024,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,NIT Rourkela,NIT,Odisha,UG,BTech,AI / Machine Learning,4,30,29,Technology
2024,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,NIT Silchar,NIT,Assam,UG,BTech,Computer Science,4,28,27,Engineering
2024,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Tripura University,Central,Tripura,PG,MCA,AI / Machine Learning,2,40,38,Technology
2024,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Tripura University,Central,Tripura,UG,BSc,Data Science,3,45,43,Technology
2024,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,North Eastern Hill University (NEHU),Central,Meghalaya,PG,MSc,Data Science,2,35,33,Technology
2024,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Assam University,Central,Assam,UG,BSc,Computer Science,3,50,48,Technology
2024,Fully Funded,Lata Mangeshkar Dance & Music Scholarship,Bangladesh,Rabindra Bharati University,State,West Bengal,UG,BFA,Fine Arts,3,35,33,Arts/Humanities
2024,Fully Funded,Lata Mangeshkar Dance & Music Scholarship,Bangladesh,Rabindra Bharati University,State,West Bengal,PG,MFA,Music,2,30,28,Arts/Humanities
2024,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Visva Bharati University,Central,West Bengal,PG,MSc,Data Science,2,45,43,Technology
2024,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Kalyani University,State,West Bengal,PG,MSc,AI / Machine Learning,2,40,38,Technology
2024,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Burdwan University,State,West Bengal,UG,BSc,Data Science,3,50,48,Technology
2024,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Sikkim University,Central,Sikkim,PG,MA,Economics,2,30,28,Arts/Humanities
2024,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Tezpur University,Central,Assam,PG,MTech,Data Science,2,35,33,Technology
2024,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Gauhati University,State,Assam,UG,BSc,Computer Science,3,55,53,Technology
2024,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Jadavpur University,State,West Bengal,UG,BTech,Computer Science,4,40,38,Engineering
2024,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Jadavpur University,State,West Bengal,PG,MTech,AI / Machine Learning,2,35,33,Technology
2024,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Calcutta University,State,West Bengal,UG,BSc,Computer Science,3,55,53,Technology
2024,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Calcutta University,State,West Bengal,PG,MSc,Data Science,2,45,43,Technology
2024,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Aligarh Muslim University,Central,Uttar Pradesh,UG,BSc,Computer Science,3,45,43,Technology
2024,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Jamia Milia Islamia,Central,Delhi,UG,BSc,Data Science,3,50,48,Technology
2024,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Mysore University,State,Karnataka,PG,MCA,Data Science,2,45,43,Technology
2024,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Savitribai Phule Pune University,State,Maharashtra,PG,MBA,Business Administration,2,50,48,Business/Management
2024,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,NIT Durgapur,NIT,West Bengal,UG,BTech,Computer Science,4,28,27,Engineering
2024,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,NIT Agartala,NIT,Tripura,UG,BTech,Data Science,4,30,29,Technology
2024,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Assam Agricultural University,State,Assam,UG,BSc,Agriculture,4,45,43,Science
2024,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Mizoram University,Central,Mizoram,PG,MA,Sociology,2,30,28,Arts/Humanities
2024,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Bangalore University,State,Karnataka,UG,BBA,Business Administration,3,60,58,Business/Management
2024,Fully Funded,ICCR A2A Portal,Bangladesh,Kalinga Institute (KIIT),Deemed,Odisha,UG,BTech,Data Science,4,40,38,Technology
2024,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Vidyasagar University,State,West Bengal,PG,MSc,AI / Machine Learning,2,40,38,Technology
2024,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,North Bengal University,State,West Bengal,UG,BSc,Computer Science,3,50,48,Technology
2024,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Jawaharlal Nehru University (JNU),Central,Delhi,PG,MA,Economics,2,50,48,Arts/Humanities
2024,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Jawaharlal Nehru University (JNU),Central,Delhi,PhD,PhD,AI / Machine Learning,5,30,28,Technology
2024,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Cotton University,State,Assam,UG,BSc,Data Science,3,45,43,Technology
2024,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Cochin University of Science and Technology,State,Kerala,PG,MCA,AI / Machine Learning,2,40,38,Technology
2024,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Kerala Agricultural University,State,Kerala,UG,BSc,Agriculture,4,35,33,Science
2025,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,University of Delhi,Central,Delhi,UG,BSc,Data Science,3,65,63,Technology
2025,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,University of Delhi,Central,Delhi,PG,MSc,AI / Machine Learning,2,55,53,Technology
2025,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Osmania University,State,Telangana,UG,BBA,Business Administration,3,70,68,Business/Management
2025,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Banaras Hindu University,Central,Uttar Pradesh,UG,BSc,AI / Machine Learning,3,60,58,Technology
2025,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Gujarat University,State,Gujarat,UG,BBA,Business Administration,3,65,63,Business/Management
2025,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,NIT Rourkela,NIT,Odisha,UG,BTech,Data Science,4,35,34,Technology
2025,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,NIT Silchar,NIT,Assam,UG,BTech,AI / Machine Learning,4,32,31,Technology
2025,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Tripura University,Central,Tripura,PG,MCA,AI / Machine Learning,2,45,43,Technology
2025,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Tripura University,Central,Tripura,UG,BSc,Data Science,3,50,48,Technology
2025,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,North Eastern Hill University (NEHU),Central,Meghalaya,PG,MSc,Data Science,2,40,38,Technology
2025,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Assam University,Central,Assam,UG,BSc,Computer Science,3,55,53,Technology
2025,Fully Funded,Lata Mangeshkar Dance & Music Scholarship,Bangladesh,Rabindra Bharati University,State,West Bengal,UG,BFA,Fine Arts,3,40,38,Arts/Humanities
2025,Fully Funded,Lata Mangeshkar Dance & Music Scholarship,Bangladesh,Rabindra Bharati University,State,West Bengal,PG,MFA,Music,2,35,33,Arts/Humanities
2025,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Visva Bharati University,Central,West Bengal,PG,MSc,Data Science,2,50,48,Technology
2025,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Kalyani University,State,West Bengal,PG,MSc,AI / Machine Learning,2,45,43,Technology
2025,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Burdwan University,State,West Bengal,UG,BSc,Data Science,3,55,53,Technology
2025,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Sikkim University,Central,Sikkim,PG,MA,Economics,2,35,33,Arts/Humanities
2025,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Tezpur University,Central,Assam,PG,MTech,Data Science,2,40,38,Technology
2025,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Gauhati University,State,Assam,UG,BSc,Computer Science,3,60,58,Technology
2025,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Jadavpur University,State,West Bengal,UG,BTech,Computer Science,4,45,43,Engineering
2025,Fully Funded,Suborno Jayanti Scholarship,Bangladesh,Jadavpur University,State,West Bengal,PG,MTech,AI / Machine Learning,2,40,38,Technology
